0,0,-0.052067995,-0.039574027,-0.098806977,-0.118493915,-0.094925523,-0.186263442,-0.052113116,-0.205196679,-0.068276048,-0.258340359,-0.089313745,-0.365105271,-0.100027084,-0.425667673,-0.105172515,-0.480753332,-0.018016934,-0.252549767,-0.037636817,-0.282287836,-0.049266517,-0.206393063,-0.048366368,-0.171358168,0.028972566,-0.226652026,0.003947198,-0.228073239,-0.015346229,-0.157379329,-0.01742208,-0.131943941,0.071658075,-0.188398957,0.045890808,-0.201299012,0.021925688,-0.153453767,0.016036451,-0.129261971,draw
0,0,-0.0514341,-0.039801002,-0.097514212,-0.123304605,-0.093982935,-0.196668983,-0.046654701,-0.211045384,-0.0581159,-0.258895397,-0.07366997,-0.36775443,-0.08272779,-0.42926991,-0.086225033,-0.485115945,-0.00845474,-0.251277387,-0.027045846,-0.283579707,-0.04116869,-0.205985427,-0.041519165,-0.169768453,0.036410987,-0.223851085,0.010413647,-0.22499454,-0.011807859,-0.155694962,-0.014934242,-0.131604433,0.076088905,-0.183995724,0.050225616,-0.190771043,0.025152683,-0.143553913,0.01916796,-0.121356964,draw
0,0,-0.05259192,-0.043002188,-0.0978688,-0.126304269,-0.089285433,-0.196023405,-0.042871535,-0.208270192,-0.062422872,-0.255830765,-0.078535318,-0.364872038,-0.087664664,-0.425606012,-0.092605591,-0.481587708,-0.013183415,-0.244463265,-0.026139438,-0.282685697,-0.039566517,-0.20795244,-0.042418063,-0.174003899,0.032393157,-0.216790378,0.016655684,-0.229251027,-0.006547272,-0.159405112,-0.013964653,-0.134273946,0.073985457,-0.177859008,0.057130754,-0.196329415,0.031637132,-0.149090946,0.022263587,-0.126529455,draw
0,0,-0.055729926,-0.050199628,-0.097832799,-0.136746228,-0.099673986,-0.210402668,-0.055673063,-0.207161486,-0.046419442,-0.259940803,-0.060729742,-0.366147399,-0.070672035,-0.429268599,-0.074043751,-0.484625369,0.002476573,-0.253509164,-0.036477327,-0.279257119,-0.050140738,-0.203104794,-0.041650295,-0.167503059,0.044522405,-0.224864423,-0.005190372,-0.210662305,-0.017410755,-0.148659229,-0.004928172,-0.133064568,0.081187546,-0.181815624,0.031448483,-0.171082735,0.015389621,-0.12712276,0.025884748,-0.113234341,draw
0,0,-0.052617311,-0.049432755,-0.094965994,-0.132655859,-0.098469675,-0.204555392,-0.057884216,-0.207680762,-0.04637742,-0.261951387,-0.060501099,-0.367816031,-0.070147932,-0.429852784,-0.073603094,-0.484399766,0.002409756,-0.255303144,-0.034603119,-0.282982528,-0.048869789,-0.205448568,-0.043366253,-0.168773711,0.045115173,-0.227168202,-0.003543854,-0.213761926,-0.01653266,-0.147537887,-0.006474257,-0.127354205,0.08217603,-0.184361577,0.033224642,-0.175233483,0.016300797,-0.127806067,0.024235427,-0.110108495,draw
0,0,-0.056256473,-0.053891957,-0.096360326,-0.133968055,-0.109015167,-0.206713676,-0.071460187,-0.214582264,-0.035532355,-0.265349627,-0.046286225,-0.370332152,-0.05434835,-0.436004698,-0.057284653,-0.48969987,0.013505638,-0.256072402,-0.038665056,-0.276601017,-0.052981555,-0.200155377,-0.041894197,-0.167206943,0.052398205,-0.222851813,-0.011734188,-0.208135545,-0.023907185,-0.146157801,-0.009396732,-0.131008744,0.082226217,-0.173980296,0.021622002,-0.159765482,0.008754075,-0.11651355,0.023026168,-0.10467571,draw
0,0,-0.060091734,-0.06511271,-0.098789632,-0.142785013,-0.116232634,-0.211519837,-0.090570331,-0.214797199,-0.024040461,-0.272416294,-0.035302877,-0.373699933,-0.044472337,-0.440534592,-0.047509432,-0.492294014,0.021844089,-0.259758174,-0.051243484,-0.279299974,-0.065709591,-0.205222845,-0.045332372,-0.185351849,0.055382073,-0.224742234,-0.027591944,-0.215448499,-0.037347078,-0.155511618,-0.014878273,-0.144324422,0.07613492,-0.174080968,0.003566563,-0.160523355,-0.005201042,-0.121136487,0.015437901,-0.110791087,draw
0,0,-0.06123203,-0.067018986,-0.099158049,-0.144478381,-0.114634335,-0.213074028,-0.092865705,-0.217252493,-0.025592029,-0.274723828,-0.036361158,-0.375327528,-0.044844687,-0.441881239,-0.048186541,-0.493105739,0.020777047,-0.261551142,-0.051855147,-0.284270346,-0.067465961,-0.20879817,-0.047303081,-0.188996673,0.055035651,-0.225612998,-0.027414083,-0.21695137,-0.038323164,-0.156421781,-0.015958905,-0.145824432,0.076727033,-0.173835158,0.004699647,-0.161252916,-0.005247116,-0.122529805,0.014754415,-0.113119066,draw
0,0,-0.071588695,-0.07385087,-0.106558144,-0.148742318,-0.123283148,-0.210655272,-0.114909291,-0.228698671,-0.022965312,-0.278196692,-0.033512592,-0.378112018,-0.043593228,-0.447280884,-0.04942733,-0.501630664,0.017058253,-0.260635376,-0.069681525,-0.290785193,-0.085069478,-0.21662879,-0.061913133,-0.192349017,0.040750146,-0.222277701,-0.055564761,-0.221687019,-0.063352466,-0.161381006,-0.036402404,-0.148992121,0.048816025,-0.170166016,-0.031858981,-0.161087811,-0.03981638,-0.119841933,-0.017204702,-0.109610796,draw
0,0,-0.072137654,-0.074488938,-0.107491493,-0.146376789,-0.125381947,-0.206060112,-0.121959209,-0.229294181,-0.022060931,-0.27790153,-0.036331534,-0.377766371,-0.04714185,-0.446964681,-0.052651167,-0.499718875,0.015574872,-0.260227799,-0.075955033,-0.288577139,-0.0897367,-0.217904091,-0.066091955,-0.194682419,0.036589444,-0.222574115,-0.064607084,-0.215762198,-0.070065558,-0.159565568,-0.042779565,-0.147706807,0.041317821,-0.171641111,-0.043552697,-0.155766308,-0.048496008,-0.117217779,-0.024698675,-0.10766989,draw
0,0,-0.074917436,-0.077493548,-0.109940052,-0.151560962,-0.128358781,-0.209376931,-0.129991591,-0.237261593,-0.023691595,-0.2808429,-0.039303124,-0.383413494,-0.05036521,-0.452712476,-0.056603849,-0.505959153,0.011278272,-0.261841953,-0.082424939,-0.29233861,-0.096148551,-0.222818673,-0.073060393,-0.198081553,0.028907597,-0.224174201,-0.074326217,-0.219413877,-0.077446699,-0.163332164,-0.04934603,-0.149571002,0.030319929,-0.173472345,-0.054507136,-0.158606946,-0.056850672,-0.118570268,-0.032019377,-0.107056975,draw
0,0,-0.077419281,-0.077342033,-0.112440407,-0.151714385,-0.129766107,-0.208936155,-0.130879164,-0.237776339,-0.025811374,-0.281450808,-0.041916609,-0.382490158,-0.052293897,-0.45057404,-0.057627141,-0.504219323,0.009855747,-0.262839854,-0.083225846,-0.293973446,-0.096844673,-0.227380514,-0.074676871,-0.202051044,0.027834892,-0.224867344,-0.076408446,-0.218985379,-0.079116166,-0.164914012,-0.051069379,-0.151543617,0.028991759,-0.17419523,-0.057481229,-0.15832752,-0.059183359,-0.118765712,-0.03403914,-0.108191848,draw
0,0,-0.07932353,-0.077277184,-0.113582075,-0.152266502,-0.131133437,-0.210246921,-0.133427441,-0.239990056,-0.027365506,-0.282024443,-0.042723,-0.383398235,-0.053630531,-0.452515781,-0.058946252,-0.50637117,0.007710218,-0.261921287,-0.085960865,-0.294519067,-0.099475384,-0.227276266,-0.076227427,-0.20245105,0.02448386,-0.223597825,-0.079536498,-0.219558895,-0.082929611,-0.164703071,-0.054878116,-0.152460217,0.024128675,-0.172888517,-0.062530398,-0.158237278,-0.063313663,-0.118825316,-0.037113547,-0.109925926,draw
